8.0,8.0599,4.3224,0.6963,-0.0424,208.5107,4.3396,10.2704,2.7588,3.2114,10.2717,3.4295,3.0575,10.1054,3.5146,3.0529,10.0974,3.5179,3.1087,10.2667,3.271,3.108,10.2742,3.2727,2.9617,10.1054,3.3557,-1.5009
8.0,0.0,7.307,9.085,-0.0046,284.3128,4.1114,13.2072,2.9912,4.1008,13.2094,3.0016,4.2401,13.0058,2.8686,4.2484,13.0011,2.8607,4.2365,13.2055,3.15,4.2392,13.2066,3.1477,4.379,13.0102,3.0141,-0.195
8.0,5.3258,4.4256,9.9199,-0.0319,87.7398,3.6968,0.1702,4.0913,3.7055,0.1753,3.7632,3.7,0.0011,3.9413,3.7006,0.0004,3.9498,3.5196,0.1656,3.7721,3.5211,0.1757,3.772,3.5179,0.0,3.9443,0.1287
8.0,0.4078,7.7332,0.5553,0.0585,258.2636,6.4249,11.867,2.6872,6.8901,11.8716,3.1349,7.0342,11.6651,3.2727,7.0421,11.6628,3.2804,6.7484,11.8701,3.2783,6.7543,11.8674,3.2842,6.8939,11.6751,3.4179,-0.8349
