                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  2.123,                 7.0422,                 0.6636,                 2.6505,                 1.7481,                0.65732,                0.66332,                0.68571,                0.46823,                0.17715,                0.18711,                0.11579,                 0.0264,                 1.4733,                  4.933,                 0.5558,                 1.3838,                 1.3876,             0.00025462,             0.00025462,             0.00025462
                      2,                 1.4403,                  4.644,                0.47616,                 1.3438,                 1.2733,                0.82348,                0.76991,                0.84312,                0.60618,                0.37312,                0.35142,                0.25596,                0.06749,                 1.3814,                  3.751,                0.26374,                 1.0977,                 1.2712,              0.0004941,              0.0004941,              0.0004941
                      3,                 1.3095,                 4.0527,                0.32129,                  1.187,                 1.1954,                0.81757,                0.79798,                0.87027,                0.67066,                0.42599,                0.43303,                0.32336,                0.09757,                 1.0036,                 3.3524,                0.12663,                0.97502,                 1.1118,             0.00071665,             0.00071665,             0.00071665
                      4,                 1.2186,                 3.7568,                0.27417,                 1.0929,                 1.1542,                 0.8606,                0.82083,                0.88266,                0.67671,                0.51263,                0.48366,                0.39176,                0.14079,                 1.0437,                 3.0739,                0.09856,                0.94654,                  1.114,             0.00069287,             0.00069287,             0.00069287
                      5,                 1.1737,                 3.5024,                0.24816,                 1.0281,                 1.1262,                 0.8397,                0.83107,                0.89862,                0.70962,                0.54419,                0.54088,                0.45449,                0.18399,                0.96366,                 2.8303,                0.06684,                0.89464,                   1.08,             0.00066749,             0.00066749,             0.00066749
                      6,                 1.1152,                 3.3243,                0.23517,                0.99716,                 1.1047,                0.89962,                0.83576,                0.92257,                0.73934,                0.62158,                0.62794,                0.54874,                0.24655,                0.89183,                 2.6329,                0.06216,                0.83262,                 1.0488,             0.00064212,             0.00064212,             0.00064212
                      7,                 1.0741,                 3.1202,                0.22336,                0.95756,                 1.0894,                0.88249,                0.82967,                0.91296,                0.71998,                0.63947,                0.65587,                0.59512,                0.28939,                0.95401,                 2.4938,                0.05666,                0.82163,                 1.0732,             0.00061674,             0.00061674,             0.00061674
                      8,                 1.0679,                 2.9495,                0.21612,                0.94347,                 1.0798,                0.86118,                0.83693,                0.90475,                0.71102,                0.71077,                0.70974,                0.68053,                0.36998,                0.93128,                  2.245,                0.04954,                0.84377,                 1.0597,             0.00059136,             0.00059136,             0.00059136
                      9,                 1.0359,                 2.7683,                0.21202,                0.91895,                 1.0697,                0.89386,                 0.8739,                0.92823,                0.74227,                0.77157,                0.75531,                0.73597,                0.41983,                0.98243,                 2.1185,                0.04765,                 0.8015,                 1.0736,             0.00056598,             0.00056598,             0.00056598
                     10,                 1.0111,                 2.6435,                 0.2018,                0.90577,                 1.0601,                0.89682,                0.87848,                0.92602,                 0.7472,                0.75891,                0.76244,                 0.7164,                0.43798,                0.89404,                 2.0929,                0.04751,                 0.7802,                 1.0352,             0.00054061,             0.00054061,             0.00054061
                     11,                 1.0038,                  2.552,                0.19252,                0.88831,                 1.0548,                0.92584,                0.87415,                0.93725,                0.77054,                 0.7932,                0.76429,                0.74819,                0.47131,                0.83962,                 1.9005,                0.03947,                0.76654,                 1.0249,             0.00051523,             0.00051523,             0.00051523
                     12,                0.98581,                 2.4644,                 0.1936,                 0.8712,                 1.0469,                0.89915,                 0.8964,                0.93604,                 0.7733,                0.78609,                 0.8019,                0.76442,                0.49087,                0.83413,                 1.8121,                0.04113,                0.76412,                 1.0108,             0.00048985,             0.00048985,             0.00048985
                     13,                0.94588,                 2.3744,                0.18487,                0.84296,                 1.0275,                0.92794,                0.88743,                0.94446,                0.77422,                0.82547,                 0.7943,                0.79113,                0.51147,                 0.8069,                 1.7619,                0.03454,                0.74305,                 1.0005,             0.00046448,             0.00046448,             0.00046448
                     14,                 0.9323,                 2.3352,                0.17746,                0.84255,                 1.0231,                 0.9226,                0.87646,                 0.9389,                0.77777,                0.82117,                0.79879,                0.78962,                0.50528,                0.80838,                 1.7554,                0.03513,                0.73831,                 1.0075,              0.0004391,              0.0004391,              0.0004391
                     15,                 0.9264,                 2.2617,                0.17996,                0.82437,                 1.0145,                0.90374,                0.89621,                0.94349,                0.79683,                0.80299,                0.80292,                0.79035,                0.53783,                0.76214,                 1.6411,                0.03484,                0.71513,                0.98449,             0.00041372,             0.00041372,             0.00041372
