                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.84756,                 1.6696,                0.11855,                0.69054,                0.96703,                0.94136,                0.89835,                 0.9483,                0.81979,                0.92814,                0.87552,                0.91577,                 0.8174,                 0.6941,                0.96291,                0.00563,                0.57281,                0.91413,                0.00571,                0.00571,                0.00571
                     15,                0.83928,                  1.628,                0.11614,                0.67833,                0.96337,                0.95141,                0.90529,                0.95233,                0.82865,                0.93867,                0.88839,                0.92584,                0.82984,                0.66661,                0.87689,                0.00449,                0.54746,                0.90375,                0.00538,                0.00538,                0.00538
                     16,                 0.8245,                 1.5753,                0.11521,                0.66462,                0.95869,                0.94193,                0.90508,                0.95091,                0.83165,                0.93044,                0.88625,                0.92241,                0.83598,                0.65711,                0.86525,                0.00473,                0.54058,                0.90135,                0.00505,                0.00505,                0.00505
                     17,                0.81517,                 1.5372,                0.11235,                0.65412,                0.95499,                0.95911,                0.90649,                0.95496,                 0.8362,                0.94595,                0.89304,                0.93067,                0.84387,                 0.6534,                 0.8173,                0.00412,                0.52297,                0.89747,                0.00472,                0.00472,                0.00472
                     18,                 0.7991,                 1.4849,                 0.1109,                0.63856,                0.94958,                 0.9563,                0.90764,                0.95511,                0.83963,                0.94345,                0.89205,                0.93093,                0.84736,                0.63207,                0.79366,                0.00373,                0.51123,                0.89255,                0.00439,                0.00439,                0.00439
                     19,                 0.7908,                 1.4547,                0.11002,                0.62905,                0.94629,                0.95529,                0.90923,                0.95593,                0.84485,                0.94732,                0.89315,                0.93247,                0.85427,                0.61835,                0.75475,                0.00342,                 0.4963,                0.88829,                0.00406,                0.00406,                0.00406
                     20,                  0.781,                 1.4178,                0.10911,                0.61737,                0.94368,                0.96274,                0.91048,                0.95766,                0.85001,                0.95446,                0.90102,                0.93939,                0.86313,                0.60595,                0.71163,                0.00338,                0.47643,                0.88353,                0.00373,                0.00373,                0.00373
                     21,                0.70033,                0.93969,                0.03434,                0.54532,                0.91409,                0.96124,                0.91206,                0.95702,                 0.8512,                0.95438,                0.90056,                0.93832,                0.86593,                0.59508,                0.68064,                0.00237,                0.46031,                0.87861,                 0.0034,                 0.0034,                 0.0034
                     22,                0.67363,                0.86613,                0.03302,                0.51936,                0.90534,                0.96796,                0.91232,                 0.9588,                0.85735,                0.96296,                0.89997,                0.93978,                0.87179,                0.57834,                  0.638,                0.00221,                0.44099,                0.87309,                0.00307,                0.00307,                0.00307
                     23,                0.65363,                0.82349,                0.03232,                0.49957,                0.89876,                0.96826,                0.91497,                0.96028,                0.86096,                0.96474,                0.90312,                0.94309,                0.87801,                 0.5665,                0.60827,                0.00194,                0.42638,                0.86916,                0.00274,                0.00274,                0.00274
                     24,                0.63692,                0.79533,                0.03195,                0.48698,                  0.894,                0.96713,                0.91736,                0.96064,                0.86444,                0.96477,                0.90424,                0.94381,                0.88106,                0.55233,                0.58733,                0.00189,                0.41382,                0.86579,                0.00241,                0.00241,                0.00241
                     25,                 0.6225,                0.75079,                0.03208,                0.47404,                0.88943,                0.96919,                0.91642,                0.96093,                0.86662,                0.96491,                0.90742,                0.94682,                0.88571,                0.54675,                0.57071,                 0.0017,                0.40604,                0.86316,                0.00208,                0.00208,                0.00208
                     26,                0.60964,                0.73123,                 0.0319,                0.46405,                0.88592,                 0.9682,                0.91823,                0.96187,                 0.8687,                0.96278,                 0.9105,                0.94754,                0.88808,                0.53882,                0.55806,                 0.0016,                0.39971,                0.86122,                0.00175,                0.00175,                0.00175
                     27,                  0.595,                0.70465,                0.03108,                0.45119,                0.88027,                0.96832,                0.91776,                0.96215,                0.87019,                0.96599,                0.90696,                 0.9474,                0.89029,                0.53166,                0.55446,                0.00153,                0.39582,                0.85917,                0.00142,                0.00142,                0.00142
                     28,                0.58006,                0.67404,                0.02995,                0.44004,                 0.8759,                0.96867,                0.91821,                0.96233,                0.87177,                0.96672,                0.90813,                0.94773,                0.89115,                0.52593,                0.54094,                0.00144,                0.39051,                0.85727,                0.00109,                0.00109,                0.00109
                     29,                0.56766,                0.65088,                0.03021,                0.43108,                0.87255,                0.96797,                 0.9206,                0.96261,                0.87242,                0.96351,                0.91266,                0.94852,                0.89266,                 0.5221,                0.53254,                0.00134,                0.38652,                0.85601,                0.00076,                0.00076,                0.00076
                     30,                0.55457,                0.63017,                0.03058,                0.42067,                0.86826,                0.96816,                 0.9205,                0.96281,                 0.8734,                0.96354,                0.91291,                0.94895,                0.89394,                 0.5182,                 0.5284,                 0.0013,                0.38346,                0.85493,                0.00043,                0.00043,                0.00043
