0.0,-0.5836,-1.4808,5.8334,-179.9738,-78.4672,-179.9561,0.5078,-1.3808,5.8694,0.6169,-1.3808,5.9358,0.6594,-1.3808,5.799,0.5496,-1.3808,5.7329,0.5075,-1.5808,5.8695,0.617,-1.5808,5.9358,0.6592,-1.5808,5.7989,0.5494,-1.5808,5.7329,2.0
0.0,-0.8721,0.7296,6.1934,-179.9796,-73.6203,-179.9533,0.7953,0.8296,6.2184,0.897,0.8296,6.2967,0.9488,0.8296,6.1701,0.8467,0.8296,6.0919,0.7951,0.6295,6.2184,0.8971,0.6295,6.2967,0.9487,0.6295,6.1699,0.8465,0.6295,6.0919,1.0
0.0,4.9631,-1.22,5.7333,-179.9103,-63.9949,179.9711,-5.0584,-1.12,5.775,-4.944,-1.12,5.8464,-4.8691,-1.12,5.6928,-4.9842,-1.12,5.6213,-5.0584,-1.32,5.7751,-4.944,-1.32,5.8464,-4.8691,-1.32,5.6928,-4.9841,-1.32,5.6213,74.0
0.0,4.3158,0.3939,5.5928,-179.9372,-47.2003,-179.9983,-4.3988,0.4939,5.5998,-4.3291,0.4939,5.6948,-4.2342,0.4939,5.5869,-4.3045,0.4939,5.4918,-4.3988,0.2939,5.5998,-4.3291,0.2939,5.6948,-4.2341,0.2939,5.5868,-4.3045,0.2939,5.4918,74.0
0.0,4.6378,0.2421,5.0002,-179.9378,-52.8237,-179.9957,-4.7306,0.3421,5.0229,-4.635,0.3421,5.112,-4.5459,0.3421,4.9789,-4.6422,0.3421,4.8896,-4.7307,0.1421,5.0228,-4.635,0.1421,5.112,-4.546,0.1421,4.9788,-4.6423,0.1421,4.8896,61.0
0.0,6.1722,0.8023,0.5468,179.9915,53.4425,179.9902,-6.2405,0.9024,0.6623,-6.0695,0.9024,0.61,-6.1053,0.9024,0.4312,-6.2764,0.9024,0.4829,-6.2405,0.7023,0.6619,-6.0695,0.7023,0.6102,-6.1052,0.7023,0.431,-6.2765,0.7023,0.4826,154.0
0.0,6.0674,0.8334,0.1929,-179.9532,59.5957,-179.9678,-6.1436,0.9334,0.2649,-6.0117,0.9334,0.2642,-5.9925,0.9334,0.1207,-6.1248,0.9334,0.1209,-6.1436,0.7334,0.265,-6.0117,0.7334,0.2642,-5.9926,0.7334,0.1207,-6.1248,0.7334,0.121,149.0
0.0,5.7399,-1.6365,-0.0567,-179.9838,13.7918,-179.9975,-5.8252,-1.5364,0.0186,-5.682,-1.5364,0.0212,-5.6562,-1.5364,-0.1322,-5.7997,-1.5364,-0.1354,-5.8252,-1.7365,0.0184,-5.6819,-1.7365,0.0214,-5.6561,-1.7365,-0.1323,-5.7997,-1.7365,-0.1356,153.0
0.0,5.3621,-1.5527,0.5503,179.9893,-22.1859,-179.9964,-5.4535,-1.4526,0.6603,-5.2696,-1.4526,0.6344,-5.2726,-1.4526,0.4405,-5.4568,-1.4526,0.4654,-5.4537,-1.6528,0.6595,-5.2694,-1.6528,0.6349,-5.2723,-1.6528,0.4401,-5.457,-1.6528,0.4648,152.0
0.0,3.935,0.7632,5.9726,-179.9425,-29.3122,-179.9973,-3.9841,0.8632,5.9385,-3.9906,0.8632,6.0401,-3.8876,0.8632,6.0075,-3.8814,0.8632,5.9058,-3.9841,0.6632,5.9385,-3.9906,0.6632,6.0401,-3.8876,0.6632,6.0075,-3.8814,0.6632,5.9058,103.0
0.0,3.8011,-1.2165,6.0304,-179.9469,-8.6353,-179.9862,-3.8617,-1.1166,6.0642,-3.7889,-1.1166,6.1046,-3.7419,-1.1166,5.9973,-3.8152,-1.1166,5.9567,-3.8616,-1.3165,6.0644,-3.789,-1.3165,6.1045,-3.742,-1.3165,5.9974,-3.8151,-1.3165,5.9569,110.0
0.0,5.8084,1.0674,0.9219,0.0248,5.7823,-0.0655,-5.7608,1.1682,1.1207,-5.6323,1.1681,0.877,-5.8577,1.168,0.7275,-5.9877,1.1679,0.9686,-5.7644,0.967,1.1172,-5.6297,0.9669,0.8789,-5.8583,0.967,0.7241,-5.9911,0.967,0.9663,82.0
