                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7705,                 6.8109,                0.56791,                 2.2194,                 1.4431,                0.74384,                0.71919,                0.76322,                0.53942,                0.21912,                0.21208,                0.12933,                0.02661,                  1.461,                 4.8289,                0.28535,                 1.1606,                 1.1945,             0.00020792,             0.00020792,             0.00020792
                      2,                 1.2905,                  4.904,                0.29648,                 1.1993,                 1.1339,                0.80033,                0.78444,                 0.8369,                0.61112,                0.32951,                0.33797,                0.24317,                0.08975,                 1.1131,                 4.0863,                0.07753,                0.95394,                  1.078,             0.00040251,             0.00040251,             0.00040251
                      3,                 1.2066,                 4.3431,                 0.2286,                 1.0697,                 1.0997,                0.84802,                0.81264,                0.87316,                0.64825,                0.53148,                0.52268,                0.43572,                0.20649,                 1.0891,                 3.3495,                0.04772,                0.87891,                 1.0595,             0.00058336,             0.00058336,             0.00058336
                      4,                 1.1579,                 3.7909,                0.20331,                 1.0014,                 1.0806,                0.86795,                0.81684,                0.88375,                0.66742,                 0.6376,                0.60332,                0.55327,                0.29701,                 1.0874,                 2.8259,                0.03853,                0.85239,                 1.0476,             0.00056313,             0.00056313,             0.00056313
                      5,                 1.1201,                 3.3611,                0.19012,                0.95017,                 1.0653,                 0.8921,                0.82983,                0.89635,                  0.685,                0.66466,                0.62837,                0.58888,                 0.3549,                0.98754,                 2.4499,                0.03439,                 0.7951,                 1.0161,              0.0005425,              0.0005425,              0.0005425
                      6,                 1.0969,                 3.0358,                0.17911,                0.90726,                 1.0526,                0.88635,                0.84391,                0.90324,                0.70578,                0.72576,                0.70171,                0.67633,                 0.4548,                0.98187,                 2.0315,                0.03345,                0.77722,                 1.0139,             0.00052188,             0.00052188,             0.00052188
                      7,                  1.057,                 2.8005,                0.17564,                0.87908,                 1.0397,                0.87573,                0.85446,                  0.905,                0.71183,                0.76921,                0.75027,                0.73315,                0.50686,                0.95224,                 1.8169,                 0.0275,                0.75277,                0.99938,             0.00050125,             0.00050125,             0.00050125
                      8,                 1.0373,                 2.6113,                0.17024,                0.85197,                 1.0302,                0.89446,                0.84848,                0.91178,                0.72173,                0.78405,                0.74806,                0.72591,                0.49558,                0.91636,                 1.8887,                0.02707,                0.71727,                0.98803,             0.00048062,             0.00048062,             0.00048062
                      9,                 1.0073,                 2.4705,                0.16742,                0.82618,                 1.0184,                 0.8875,                0.86576,                0.91568,                0.73517,                0.80572,                0.77735,                0.77415,                0.56121,                0.88741,                 1.6038,                0.02447,                0.72708,                0.97608,                0.00046,                0.00046,                0.00046
                     10,                0.98431,                 2.3331,                0.16425,                0.80482,                 1.0103,                0.89903,                0.87521,                0.92651,                0.74738,                0.83641,                0.80249,                0.81421,                0.60197,                0.85843,                 1.4382,                0.02322,                0.67804,                0.96668,             0.00043937,             0.00043937,             0.00043937
                     11,                0.97238,                 2.2901,                0.15788,                0.79703,                 1.0047,                0.89986,                0.87166,                0.92713,                0.75436,                0.83897,                 0.8169,                0.83187,                0.62757,                0.85748,                 1.4051,                0.02057,                0.67789,                0.96254,             0.00041875,             0.00041875,             0.00041875
                     12,                  0.953,                 2.1707,                0.15779,                0.77915,                 0.9969,                0.90794,                0.88282,                0.93081,                0.76067,                0.86375,                 0.8288,                0.84495,                0.63836,                0.83237,                 1.3397,                0.01977,                0.66534,                0.95635,             0.00039813,             0.00039813,             0.00039813
                     13,                0.93592,                 2.0931,                0.15372,                0.76474,                0.99088,                0.91158,                0.87623,                0.93281,                0.76408,                0.86187,                0.83729,                0.86011,                0.67319,                0.82234,                  1.236,                0.01883,                0.65542,                0.95159,              0.0003775,              0.0003775,              0.0003775
                     14,                0.92249,                 2.0092,                 0.1522,                0.75071,                0.98534,                0.90241,                0.88026,                0.93479,                0.77214,                 0.8618,                0.83544,                0.85517,                 0.6682,                0.83048,                 1.2553,                0.01655,                0.65143,                0.95163,             0.00035687,             0.00035687,             0.00035687
                     15,                 0.9124,                 1.9834,                0.14822,                 0.7451,                 0.9817,                0.91637,                0.88949,                0.93963,                0.78065,                0.87274,                0.84206,                0.86234,                0.68055,                0.79199,                 1.2067,                0.01675,                0.63305,                0.93754,             0.00033625,             0.00033625,             0.00033625
                     16,                0.89533,                 1.9178,                 0.1455,                 0.7332,                0.97616,                0.92795,                 0.8901,                0.94253,                0.78359,                 0.8918,                0.85043,                0.87841,                  0.698,                0.78057,                 1.1643,                0.01598,                0.62797,                0.93417,             0.00031562,             0.00031562,             0.00031562
                     17,                0.88753,                 1.8651,                 0.1455,                0.72647,                0.97393,                0.93674,                 0.8909,                0.94384,                0.78933,                0.89591,                0.85672,                0.88565,                0.71019,                0.77156,                 1.1039,                 0.0141,                0.62729,                0.93127,               0.000295,               0.000295,               0.000295
                     18,                0.87321,                 1.8241,                0.14405,                0.71639,                0.96915,                0.92913,                 0.8844,                0.94199,                0.79229,                0.89589,                0.84876,                 0.8835,                0.72214,                0.76293,                 1.0679,                0.01374,                  0.619,                0.92582,             0.00027437,             0.00027437,             0.00027437
                     19,                0.86524,                  1.779,                0.14337,                0.70658,                0.96438,                0.93171,                0.89347,                0.94623,                0.79592,                0.90271,                0.86692,                0.89865,                0.73312,                0.75424,                 1.0405,                0.01306,                0.60366,                0.92218,             0.00025375,             0.00025375,             0.00025375
                     20,                0.85093,                  1.739,                0.14223,                0.69542,                0.95919,                0.94292,                0.89409,                0.94866,                 0.8022,                0.91145,                0.86356,                0.89963,                0.74192,                0.73463,                 1.0204,                0.01255,                  0.607,                0.91804,             0.00023313,             0.00023313,             0.00023313
                     21,                0.77741,                 1.2062,                0.04596,                0.63789,                0.93738,                0.93047,                0.89718,                0.94671,                0.80132,                0.90516,                0.86139,                0.89845,                0.74428,                0.73493,                0.99103,                0.00779,                0.60269,                0.91656,              0.0002125,              0.0002125,              0.0002125
                     22,                0.75066,                 1.1442,                0.04415,                0.62134,                0.92918,                0.94254,                0.89931,                0.95016,                0.80701,                0.92059,                0.87268,                0.90826,                0.76189,                0.71549,                0.94153,                0.00697,                0.57747,                0.91022,             0.00019188,             0.00019188,             0.00019188
                     23,                0.73347,                 1.0971,                0.04246,                0.60787,                0.92255,                0.94573,                0.89984,                0.95214,                0.81585,                0.92131,                0.87658,                0.91269,                0.77263,                0.70198,                0.90079,                0.00605,                0.57204,                 0.9049,             0.00017125,             0.00017125,             0.00017125
                     24,                0.72065,                 1.0677,                0.04223,                0.59806,                0.91641,                0.95003,                0.89525,                0.95196,                0.81853,                0.92678,                0.87523,                0.91229,                0.77402,                0.69458,                0.89635,                0.00548,                   0.56,                0.90266,             0.00015062,             0.00015062,             0.00015062
                     25,                0.71188,                 1.0465,                0.04206,                 0.5915,                0.91348,                0.94599,                 0.9012,                 0.9536,                0.82141,                 0.9222,                0.87172,                 0.9084,                0.77602,                0.68791,                0.88056,                0.00558,                 0.5581,                0.90104,                0.00013,                0.00013,                0.00013
                     26,                0.69887,                 1.0081,                 0.0415,                0.57779,                0.90946,                0.94721,                0.90538,                0.95353,                0.82357,                 0.9222,                0.88137,                0.91294,                0.78546,                0.67895,                0.86045,                0.00528,                0.55251,                 0.8984,             0.00010937,             0.00010937,             0.00010937
                     27,                0.68636,                0.98256,                0.04069,                0.57018,                0.90597,                0.94647,                0.90733,                0.95545,                0.82843,                0.92808,                 0.8813,                0.91878,                0.79235,                0.66749,                0.82395,                0.00463,                 0.5373,                0.89381,              8.875e-05,              8.875e-05,              8.875e-05
                     28,                0.67462,                0.96317,                0.03993,                0.55865,                0.90327,                0.95026,                 0.9059,                0.95608,                0.83003,                0.92969,                0.88561,                0.92362,                0.79779,                0.66388,                0.82731,                0.00474,                0.53582,                0.89363,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     29,                0.66773,                0.93576,                0.03869,                0.55335,                0.90005,                0.95292,                0.90595,                0.95624,                0.83251,                0.93474,                0.88617,                0.92355,                0.80133,                 0.6534,                0.80285,                0.00444,                0.52882,                0.89016,               4.75e-05,               4.75e-05,               4.75e-05
                     30,                0.65605,                0.91099,                0.04047,                0.54742,                0.89731,                0.94957,                0.90803,                0.95674,                0.83589,                0.93466,                0.88219,                0.92251,                0.80337,                0.65184,                0.80177,                0.00442,                0.52565,                0.88966,             2.6875e-05,             2.6875e-05,             2.6875e-05
